customer_id,date_registered,username,name,Initial,gender,address,State,Zip code,email,Masked email,birthdate,current_location,residence,employer,job,age,Binned Age,salary,Binned salary,credit_card_provider,,,,,,,,,,,
9479239e-1e46-45cc-93de-02a024341991,2019-12-09,matthewdavis,Dustin Reese,D.R.,M,"7771 Stephen Branch
South Cheryl, TN 83140",TN,83140,mary67@hotmail.com,******@hotmail.com,1970-07-31,"['85.5738415', '139.280465']","44245 Jessica Expressway
East Elizabethchester, MD 96417",Matthews Ltd,Office manager,42,41+,"$174,113",High Income,Maestro,,,,,,,,,,,
88c55795-926c-4ae6-a826-1dbfb0e1d088,2021-10-15,kellyacosta,Andrea Valentine,A.V.,F,"2066 Duncan Burg
Robertschester, MD 16308",MD,16308,jon45@gmail.com,*****@gmail.com,1926-04-09,"['-62.502533', '40.680944']","Unit 9549 Box 6819
DPO AP 98168","Rogers, Deleon and Holt",Purchasing manager,29,26-40,"$189,147",High Income,JCB 16 digit,,,,,,,,,,,
5dfb611e-2207-4ad7-8e21-69733d4f2094,2021-01-05,thomas15,Craig Lucas,C.L.,M,"609 Arroyo Meadows Suite 756
Davidhaven, IL 22596",IL,22596,davidmcneil@hotmail.com,***********@hotmail.com,2013-02-20,"['-70.8264475', '168.816384']","57029 Joseph Street
Fitzgeraldport, IA 01626",Ray-Miller,Financial manager,48,41+,"$52,881",Medium Income,VISA 16 digit,,,,,,,,,,,
80b2effa-0ac3-417b-a4d0-3df00ccc6916,2020-06-12,racheldickerson,Joshua Molina,J.M.,M,"735 Reyes Islands
Andreaview, DE 58194",DE,58194,victoria63@hotmail.com,**********@hotmail.com,1997-08-09,"['-4.927450', '170.123921']","9506 Good Prairie Suite 898
North Jasonshire, FL 77901",Khan-Blair,"Designer, graphic",20,18-25,"$56,856",Medium Income,Diners Club / Carte Blanche,,,,,,,,,,,
6f8b3077-bef9-43cd-86d4-a0feb1fcad1e,2019-08-09,ulewis,Kevin Cunningham,K.C.,M,"06209 Davidson Canyon
North Austin, UT 02895",UT,02895,david68@gmail.com,*******@gmail.com,2012-02-09,"['88.515150', '42.978009']","88484 Henson Brooks Apt. 868
Contrerasbury, MO 19130",Walton PLC,Regulatory affairs officer,65,41+,"$71,695",Medium Income,Maestro,,,,,,,,,,,
d7dc8fb4-ee31-4640-bb9f-072790cb4557,2022-04-06,yscott,Alexandra York,A.Y.,F,"1070 Dawn Lake Suite 549
Scottberg, AZ 28761",AZ,28761,wilsontina@hotmail.com,**********@hotmail.com,1967-01-02,"['-12.462331', '-122.384149']","Unit 8523 Box 3683
DPO AE 36349",Taylor and Sons,"Programmer, applications",51,41+,"$237,999",High Income,Diners Club / Carte Blanche,,,,,,,,,,,
20249772-ce23-4a4f-b67a-645560a6e963,2019-10-07,angel93,Lindsey Johnson,L.J.,F,"750 Gibson Land
Matthewtown, NM 74965",NM,74965,nross@gmail.com,*****@gmail.com,2005-04-09,"['43.129187', '10.457632']","5805 Alexis Prairie
Tamarafort, MT 81653",Cox Inc,Actor,21,18-25,"$134,080",Medium Income,Maestro,,,,,,,,,,,
2a471fbf-c265-4665-b10c-09c702af557f,2019-08-14,iward,Daniel Nelson,D.N.,M,"690 Ashley Fords
Lake Robert, NY 23950",NY,23950,barbarahernandez@yahoo.com,****************@yahoo.com,1911-09-02,"['-80.513611', '152.356318']","36783 Hanson Forges
West Jose, GA 56250","Martinez, Smith and Bradford",Ranger/warden,64,41+,"$190,949",High Income,Maestro,,,,,,,,,,,
4b707d5f-9385-4916-9442-e637742f8527,2019-12-10,dawn77,Eric Rush,E.R.,M,"81556 Dalton Lake
Shelbymouth, MI 66366",MI,66366,benjamin86@yahoo.com,**********@yahoo.com,1964-05-11,"['10.0465045', '75.015287']","3362 Kimberly Squares Suite 032
Lake Tiffanyberg, PA 52390",Butler-Flores,Manufacturing engineer,28,26-40,"$217,944",High Income,VISA 13 digit,,,,,,,,,,,
5d9fbfa7-88ef-4f91-8c92-3c342fc4a178,2019-10-31,ecardenas,Emily Vega,E.V.,F,"23495 Zachary Centers
Brownside, TX 67033",TX,67033,kellieharrison@gmail.com,**************@gmail.com,1919-09-12,"['-14.234469', '112.485423']","636 Nelson Summit
North Erichaven, CA 69402","Golden, Phillips and Young","Scientist, research (life sciences)",38,26-40,"$161,652",High Income,Discover,,,,,,,,,,,
51adac75-521e-49db-827d-90369e2acfac,2021-08-25,jaclyn98,David Chung,D.C.,M,"70405 Mark Rue
Lake Brenda, AL 73005",AL,73005,williamsonjoshua@gmail.com,****************@gmail.com,1946-07-29,"['-39.237237', '-31.721522']","0986 Powers Parkways Suite 121
Wendyhaven, KY 79468",Willis and Sons,Firefighter,52,41+,"$35,835",Low Income,Mastercard,,,,,,,,,,,
c673753c-22ce-4b7a-b9b2-aee06210df9d,2020-08-20,zwells,Elizabeth Allen,E.A.,F,"57566 Laurie Mountain Apt. 744
West Nicholasview, MI 12917",MI,12917,jenniferprice@yahoo.com,*************@yahoo.com,1946-06-07,"['-9.742119', '18.410877']","67848 Solomon Path
West Emilyland, NH 69335",Nichols Ltd,Illustrator,46,41+,"$145,982",Medium Income,JCB 16 digit,,,,,,,,,,,
5ee7b887-f89d-4a46-ae95-292b95592440,2022-04-08,kelseysanchez,Sandy Ryan,S.R.,F,"90447 Rivers Circle Apt. 171
Theodoreton, DC 09611",DC,09611,millerjane@gmail.com,**********@gmail.com,1919-03-13,"['-61.782789', '-150.788613']","5318 Russell Roads Apt. 771
East Christinemouth, WI 83058","Moore, Martin and Rodriguez",Location manager,33,26-40,"$48,959",Low Income,Diners Club / Carte Blanche,,,,,,,,,,,
75da89eb-5adb-494e-9568-eb089cdbb04a,2019-09-28,james55,Chad Black,C.B.,M,"78434 Carrie Tunnel
West Caitlynburgh, IA 13101",IA,13101,vleon@yahoo.com,*****@yahoo.com,1968-05-25,"['48.0245785', '-30.332100']","72337 Frank Extension
South Kellystad, RI 94875",Wise-Marks,"Engineer, building services",54,41+,"$164,312",High Income,JCB 16 digit,,,,,,,,,,,
9bde17ba-fed0-42c8-9c42-baf771c552df,2021-07-15,uhenderson,Ricky Monroe,R.M.,M,"7458 Cindy Hills
Nancytown, CO 70024",CO,70024,amandahernandez@hotmail.com,***************@hotmail.com,1981-10-13,"['-20.622747', '-127.929775']","9365 Robert Plain Apt. 805
Johnstad, MN 14220",Mcfarland PLC,"Designer, industrial/product",64,41+,"$212,784",High Income,VISA 16 digit,,,,,,,,,,,
19e1f181-e45d-45da-8ed4-6524f68010ba,2020-01-10,cindysimpson,Rebecca Williams,R.W.,F,"0794 Kimberly Trail Apt. 885
Port Albertton, MN 93851",MN,93851,thomaschris@hotmail.com,***********@hotmail.com,2005-10-19,"['-10.666804', '134.617570']","0448 Moyer Pine
North Austinbury, WI 16931",Porter Group,Mining engineer,21,18-25,"$185,355",High Income,JCB 16 digit,,,,,,,,,,,
fc67d2e2-2ebb-48c3-9c42-f2d48667926d,2019-07-12,tiffany08,Juan Martinez MD,J.M.,M,"Unit 3166 Box 7188
DPO AE 21179",AE,21179,fmills@hotmail.com,******@hotmail.com,1938-09-09,"['68.2137355', '43.157841']","6768 Kelly Road
South Jamiechester, CA 80483",Elliott-Gonzalez,"Horticulturist, commercial",35,26-40,"$74,900",Medium Income,VISA 16 digit,,,,,,,,,,,
b1b67d11-8afe-409f-83fe-bf59174f83b1,2021-03-21,dweiss,Christian Peterson,C.P.,M,"7280 Martin Rapid Suite 868
West Toddport, MO 43229",MO,43229,aburns@yahoo.com,******@yahoo.com,1937-01-31,"['-36.282362', '123.775184']","644 Wong Mountain Apt. 818
Carterhaven, WA 01185",Weiss-Barry,Photographer,50,41+,"$232,997",High Income,Diners Club / Carte Blanche,,,,,,,,,,,
4bb7ea5e-b191-46d4-be84-d1e9a83476e9,2020-03-23,chavezsabrina,Taylor Jimenez,T.J.,M,"43719 Daniel Union Apt. 440
Port Erinmouth, NH 84502",NH,84502,debrapowell@yahoo.com,***********@yahoo.com,1941-12-18,"['-79.2163705', '-92.640184']","285 Smith Canyon Apt. 777
Carterbury, OH 51164","Williams, Nguyen and Gill",Careers information officer,26,26-40,"$98,330",Medium Income,Mastercard,,,,,,,,,,,
039ebdae-800a-4af9-bcf2-30a60004e76b,2021-11-14,peterharvey,Brian Bates,B.B.,M,"PSC 1539, Box 9387
APO AP 71491",AP,71491,marqueznicole@yahoo.com,*************@yahoo.com,1993-08-02,"['51.540137', '-92.017763']","6632 Robert Station
West Kayla, AK 53967","Sanders, Ryan and Walker",Science writer,40,26-40,"$186,471",High Income,JCB 16 digit,,,,,,,,,,,
897d61c3-f8ba-4b44-969c-b63d0a4eaacb,2022-05-28,donnaadkins,Jason Bates PhD,J.B.,M,"36526 Lori Dam Suite 000
Cervantesport, NY 48505",NY,48505,zgarcia@yahoo.com,*******@yahoo.com,1926-03-24,"['29.2611375', '-125.962869']","983 Jones Club
Hollowaybury, MS 47292",Johnson and Sons,Chiropractor,45,41+,"$44,862",Low Income,Mastercard,,,,,,,,,,,
2727a006-e066-435a-b701-316c2b281349,2022-02-23,lyonsstacey,Mary Robinson MD,M.R.,F,"558 Victoria Island Apt. 655
New Heatherland, ND 34012",ND,34012,cooperheidi@hotmail.com,***********@hotmail.com,1941-01-09,"['81.7669165', '151.594436']","2106 Tony Gateway
South Jakeland, HI 49296","Willis, Dennis and Krause",Clinical embryologist,36,26-40,"$167,426",High Income,VISA 13 digit,,,,,,,,,,,
06220ac0-0f06-47ce-b5ef-c16dc28b1199,2021-09-24,alvaradodonna,Michael Obrien,M.O.,M,"8493 Alvarez Dam Apt. 648
South Angelicaberg, SC 93977",SC,93977,hubercynthia@yahoo.com,************@yahoo.com,1953-08-31,"['59.2127545', '35.848522']","1228 Poole Alley Apt. 024
New Jordanberg, OR 85604","Gonzalez, Smith and Bell",Senior tax professional/tax inspector,53,41+,"$180,809",High Income,JCB 15 digit,,,,,,,,,,,
2351cec1-a87d-4ecf-a9a5-3cdfb07163db,2019-12-18,xduarte,Renee Espinoza,R.E.,F,"4486 Timothy Falls
Morenoshire, RI 22053",RI,22053,wdominguez@yahoo.com,**********@yahoo.com,2018-12-15,"['66.395659', '16.755109']","3665 Nicole Stream
Lake Theresafort, SD 77678",James-Moore,Actuary,50,41+,"$28,975",Low Income,VISA 13 digit,,,,,,,,,,,
1c142933-4dbc-400f-bd7e-45d1f8e9dbff,2020-05-30,sellerstaylor,Emily Gallagher,E.G.,F,"2431 Thomas Island Suite 770
Samanthachester, ND 41059",ND,41059,jacksontimothy@hotmail.com,**************@hotmail.com,1966-02-05,"['82.443332', '-19.056759']","PSC 2986, Box 9893
APO AE 12179","Clay, Silva and Meyer",TEFL teacher,45,41+,"$113,105",Medium Income,American Express,,,,,,,,,,,
067a4db3-78ca-4822-98c6-3fa474980530,2021-10-08,patricia23,Mary Durham,M.D.,F,"506 Steven Run Apt. 830
Beverlyfurt, ND 72565",ND,72565,rhayes@hotmail.com,******@hotmail.com,1924-12-04,"['-65.7314305', '12.422317']","43097 Brian Landing
Nicholasmouth, SC 36343","Valdez, Hawkins and Collins","Nurse, mental health",35,26-40,"$161,045",High Income,Mastercard,,,,,,,,,,,
f82b6b4f-7cad-4cb5-b76d-ac6c4e1c9f26,2019-09-08,tristanho,Nicholas Clark,N.C.,M,"805 Farmer Mountains
Gatesshire, WY 41600",WY,41600,trevormclaughlin@gmail.com,****************@gmail.com,1953-10-10,"['15.9591815', '-22.581385']","441 Steven Shoals Suite 585
Lake Robertchester, DE 31346",Morgan-Valencia,Fast food restaurant manager,28,26-40,"$126,752",Medium Income,VISA 16 digit,,,,,,,,,,,
e43fbbb2-fdae-4d24-b42a-9380daf8c66c,2021-12-17,stephanie24,Christopher Parks,C.P.,M,"922 Heidi Mall
Jenningsmouth, MD 78034",MD,78034,jcontreras@hotmail.com,**********@hotmail.com,1911-03-01,"['-10.6793705', '-75.463135']","153 Castro Avenue Apt. 221
Lake Stacy, ID 81818","Barker, Mcgee and Martin",Records manager,56,41+,"$140,077",Medium Income,VISA 16 digit,,,,,,,,,,,
a0257036-ec3a-4981-866b-c47cde9e770a,2021-03-09,melissa25,Roger Johnson,R.J.,M,"4164 George Forge
Roseview, NE 74915",NE,74915,keyalexis@hotmail.com,*********@hotmail.com,1928-10-03,"['84.5545585', '-62.638629']","24242 Morrison Brook
New Lucas, WV 42203","Miller, Johns and Smith",Probation officer,65,41+,"$145,821",Medium Income,VISA 16 digit,,,,,,,,,,,
dd102b59-f591-4afc-bbbe-05d72fe8f202,2021-04-13,ktaylor,Zachary Calderon,Z.C.,M,"PSC 9658, Box 9724
APO AP 28560",AP,28560,harristimothy@gmail.com,*************@gmail.com,2021-07-20,"['60.752408', '-95.106980']","07754 Kevin Shoals Apt. 985
Atkinsonton, WA 78613",Stewart-Pierce,Electrical engineer,31,26-40,"$177,102",High Income,VISA 19 digit,,,,,,,,,,,
12448c92-3c26-48ce-a8fe-dc654e8be795,2021-09-08,llane,Angela Wilson,A.W.,F,"USCGC Manning
FPO AP 78018",AP,78018,wharris@gmail.com,*******@gmail.com,1923-11-23,"['61.905017', '46.263741']","690 Loretta Place
South Jodi, TX 08802","Davidson, Brown and Reed",Research scientist (medical),27,26-40,"$121,047",Medium Income,American Express,,,,,,,,,,,
0f775b13-c50e-4531-ac4a-41fee369b691,2021-07-19,craigwelch,Kimberly White,K.W.,F,"501 Peterson Prairie Apt. 310
North Thomasville, TN 18270",TN,18270,gonzalezkristie@gmail.com,***************@gmail.com,2021-08-29,"['39.3330685', '-113.458579']","4962 Malone Shores
Stanleyshire, OH 15554",Wilson and Sons,Seismic interpreter,44,41+,"$204,833",High Income,Discover,,,,,,,,,,,
c095985a-1dbe-4ebb-9063-d9c258232a79,2019-11-09,rreid,Jaclyn Martinez,J.M.,F,"33977 Carl Expressway
New Damon, ID 63145",ID,63145,randallking@yahoo.com,***********@yahoo.com,1932-01-21,"['-74.3951905', '-42.165783']","5986 Taylor Fields Apt. 178
Hartmanfort, AZ 72714","Brooks, Parks and Butler",Art therapist,26,26-40,"$86,781",Medium Income,JCB 16 digit,,,,,,,,,,,
29aa3834-bf89-4961-9666-4ea53dc4d993,2020-01-05,charleshuang,Michelle Strickland,M.S.,F,"20949 Ayers Parks
Port Benjaminburgh, CA 32471",CA,32471,pittsrachel@gmail.com,***********@gmail.com,1931-08-06,"['74.3023655', '-150.274162']","4220 Robert Dam Suite 443
Lake Zacharybury, NC 52956",Matthews-Salinas,Energy manager,65,41+,"$195,903",High Income,Mastercard,,,,,,,,,,,
4d5a2c6c-c29a-4a63-a6b5-9885ead8dc41,2019-07-12,douglasangel,Alex Carter,A.C.,M,"9651 Church Place
Woodschester, TX 85875",TX,85875,yfuentes@hotmail.com,********@hotmail.com,1992-08-20,"['-16.701030', '-74.229400']","726 Fisher Shores
Careyland, VT 87886",Rubio-Clark,Barrister,24,18-25,"$144,716",Medium Income,Maestro,,,,,,,,,,,
9d57a326-0c92-43a3-91df-7d4cb853998f,2021-10-13,williambanks,Cheryl Johnson,C.J.,F,"4772 Martinez Cliff Suite 997
Hillhaven, MD 34046",MD,34046,mwatson@gmail.com,*******@gmail.com,1969-12-31,"['29.4711955', '-104.535269']","500 Edwards Prairie
New Jayland, MI 56097",Nguyen Ltd,Exhibition designer,32,26-40,"$149,801",Medium Income,VISA 16 digit,,,,,,,,,,,
6da5187a-bdbb-43d5-9d80-f76f3ff768bf,2020-01-18,carpentereric,Joshua Sanchez,J.S.,M,"075 Joe Trail Suite 148
East Christopher, ME 48344",ME,48344,eric01@gmail.com,******@gmail.com,1979-07-03,"['30.617759', '-2.346112']","81182 Cynthia Passage
Lake Anna, MO 32731",Rollins Ltd,"Civil engineer, consulting",61,41+,"$124,217",Medium Income,VISA 16 digit,,,,,,,,,,,
64101cd0-b497-45a4-b1e7-cf5fe37225e3,2021-08-29,pelliott,Michelle Edwards,M.E.,F,"337 Sean Coves Apt. 530
Hayleyside, CO 15453",CO,15453,anna91@gmail.com,******@gmail.com,1969-06-15,"['-3.7595745', '-16.665632']","745 Joyce Bridge
Danielview, CO 39475",Carr-Green,Soil scientist,21,18-25,"$100,286",Medium Income,Maestro,,,,,,,,,,,
2925e542-f3e3-4089-ad8e-2956ab690015,2022-02-15,hollymurphy,Russell Bond,R.B.,M,"128 Rice Forges Suite 681
Port Becky, WV 78154",WV,78154,leslieharris@gmail.com,************@gmail.com,2005-10-28,"['23.9245275', '-27.202559']","15330 Johnny Green
South Jason, AK 99539",Johnson-Garcia,Colour technologist,49,41+,"$194,063",High Income,JCB 16 digit,,,,,,,,,,,
5893d903-0602-4bd8-a490-ebecc1b2aa55,2021-11-05,danielarnold,Tina Steele,T.S.,F,"6520 Ford Throughway
East Charles, KS 33303",KS,33303,vcantrell@gmail.com,*********@gmail.com,1978-10-06,"['58.711381', '-151.721119']","PSC 3780, Box 0766
APO AP 37009",Gross PLC,Tourism officer,32,26-40,"$76,060",Medium Income,VISA 13 digit,,,,,,,,,,,
42e1c451-9295-4ad5-a2b0-2a8f1293cba5,2019-08-16,curtislaura,Douglas Carlson,D.C.,M,"2539 Ellis Locks Suite 038
Andrewsstad, IN 21964",IN,21964,wadams@yahoo.com,******@yahoo.com,1997-05-23,"['71.0076945', '149.307650']","8211 Tina Wells Suite 008
East Joshuaside, AR 60921",Gomez Ltd,Paramedic,30,26-40,"$57,584",Medium Income,VISA 19 digit,,,,,,,,,,,
3dbeefb2-62ae-420c-8392-1a8526433160,2021-09-25,tthomas,Jennifer Garcia,J.G.,F,"96403 Herrera Views Apt. 180
New Andrealand, OR 32587",OR,32587,michelevargas@gmail.com,*************@gmail.com,1969-01-26,"['-83.8047685', '-7.905154']","37929 Ortega Grove Suite 733
Brianastad, FL 58213",Bray-Garrett,Public relations account executive,22,18-25,"$217,468",High Income,VISA 16 digit,,,,,,,,,,,
5d51510f-7dcb-45fa-8566-c2e312ea0d8b,2019-12-16,christopher76,Bernard Castro,B.C.,M,"537 Coleman Shoal
New Christopher, MO 99142",MO,99142,meredithhumphrey@hotmail.com,****************@hotmail.com,2021-11-29,"['0.0333945', '-36.351202']","717 Garcia Mill
East Thomaschester, DC 20082",Rice-Friedman,"Surveyor, mining",59,41+,"$83,834",Medium Income,VISA 19 digit,,,,,,,,,,,
eaf80221-2913-46f6-a9a6-8a863627ed5d,2020-09-04,nicole72,Patricia Tyler,P.T.,F,"72737 Tyler Points Apt. 895
Johnsonburgh, NJ 39963",NJ,39963,mariokeller@gmail.com,***********@gmail.com,1923-11-20,"['5.685580', '-97.211767']","81799 Stephanie Port
Johnnyhaven, WY 21556",Hamilton-Conley,Building surveyor,18,18-25,"$70,291",Medium Income,VISA 16 digit,,,,,,,,,,,
72e1941e-a0f5-43ad-a6c3-dfed62f03898,2020-09-26,alexabonilla,Edward Fisher,E.F.,M,"563 Lee Ford
Michellefurt, VA 53265",VA,53265,tracywilson@gmail.com,***********@gmail.com,1909-03-23,"['29.958819', '0.319104']","66788 Christopher Shoals Suite 044
Lake Laurenshire, WI 80524",Wheeler Group,Forest/woodland manager,28,26-40,"$199,620",High Income,VISA 19 digit,,,,,,,,,,,
07d20879-94a6-4a48-b962-542817da00ae,2022-04-29,walterbradley,Thomas Gallegos,T.G.,M,"678 Robert Valley Apt. 363
Lake Summerstad, VT 60186",VT,60186,irivera@hotmail.com,*******@hotmail.com,1983-10-06,"['-53.4683895', '-157.401905']","306 Snyder Rue Suite 939
Rickyside, SD 15882",Smith PLC,Naval architect,23,18-25,"$58,214",Medium Income,VISA 19 digit,,,,,,,,,,,
4c41f23e-e059-4546-ba52-d129442422bf,2022-02-18,richardsanchez,Richard Woods,R.W.,M,"2833 Gonzalez Square
West Joannamouth, HI 30730",HI,30730,smithlaura@hotmail.com,**********@hotmail.com,2015-12-08,"['-77.826963', '-2.346079']","4468 Williams Ranch Apt. 899
New Sharonburgh, NY 94983",Ramirez PLC,"Engineer, civil (consulting)",57,41+,"$90,610",Medium Income,VISA 19 digit,,,,,,,,,,,
36747cf7-be56-4b6c-bb14-65f011c81711,2020-10-14,pamela76,Chelsea Pace,C.P.,F,"USS Strong
FPO AA 30167",AA,30167,jesus89@yahoo.com,*******@yahoo.com,1986-10-05,"['35.2158195', '-74.457785']","2836 Lee Ridge
Evansstad, OR 75852",Galvan Ltd,Ergonomist,60,41+,"$83,774",Medium Income,JCB 16 digit,,,,,,,,,,,
4abdac7b-f8ae-4490-b5c1-17bade2f5ee3,2020-12-20,curtis78,Sean Rodriguez,S.R.,M,"PSC 9299, Box 6671
APO AE 49901",AE,49901,austinsloan@yahoo.com,***********@yahoo.com,1974-09-06,"['43.311993', '-36.718994']","9554 Cook Wall
New Ritaton, FL 97477","Hill, Williams and Reid","Surveyor, building",44,41+,"$235,827",High Income,VISA 16 digit,,,,,,,,,,,
702dc614-501d-4bf6-a522-4be39b012260,2020-07-12,benjaminpatel,Julie Benjamin,J.B.,F,"548 Singh Square Apt. 271
Tommyville, MI 54326",MI,54326,sschwartz@gmail.com,*********@gmail.com,1943-01-19,"['79.3815115', '123.019471']","PSC 3780, Box 8915
APO AP 96628","Pierce, Mckee and Haney",Occupational psychologist,23,18-25,"$191,850",High Income,JCB 16 digit,,,,,,,,,,,
930043d5-cfba-432f-97a7-44bd55656404,2020-04-26,youngjoshua,William Miller,W.M.,M,"486 Ruiz Mission Suite 050
Jordanport, LA 56344",LA,56344,xvalentine@yahoo.com,**********@yahoo.com,1944-05-12,"['33.029383', '149.545688']","131 Rodriguez Viaduct Suite 161
Swansonchester, NY 51221","Cannon, Alexander and Wong",Interior and spatial designer,23,18-25,"$149,556",Medium Income,Diners Club / Carte Blanche,,,,,,,,,,,
ae57ec38-4eb0-4c1f-9032-ab2be1f4444b,2020-03-03,gina76,Thomas Gonzales,T.G.,M,"5662 Martha Ford
New Brett, MS 27759",MS,27759,rickylee@gmail.com,********@gmail.com,2008-09-25,"['-67.8113505', '39.833118']","19729 Sarah Summit
Odomtown, NY 99605",Anderson and Sons,Chartered certified accountant,55,41+,"$73,510",Medium Income,VISA 19 digit,,,,,,,,,,,
f1a29a58-6d6a-48d3-96da-fd1697324538,2020-06-24,jessica92,Susan Brooks,S.B.,F,"47479 Cross Branch
East Amberhaven, NM 62109",NM,62109,derek29@hotmail.com,*******@hotmail.com,1944-01-09,"['22.772665', '56.599742']","4517 Poole Island
Joycefurt, PA 99022",Rodriguez PLC,"Psychologist, occupational",45,41+,"$215,293",High Income,Mastercard,,,,,,,,,,,
20c767fe-1343-4c42-9d0a-e23cdff30ff6,2022-05-09,mikechung,Alison Durham,A.D.,F,"903 Melissa Pine
Jordanborough, IN 72133",IN,72133,bryantgerald@hotmail.com,************@hotmail.com,1925-10-14,"['-13.9131635', '171.793951']","7335 Jackson Gateway
West Davidberg, LA 67768","Stokes, Wilson and Reynolds",Hospital pharmacist,32,26-40,"$170,231",High Income,VISA 16 digit,,,,,,,,,,,
084d9284-e45d-413d-bb26-ec61b398419e,2022-06-14,patrickwoods,Lisa Hurst,L.H.,F,"941 John Road Suite 210
North Melissamouth, WA 31474",WA,31474,dylanmarks@hotmail.com,**********@hotmail.com,2016-10-15,"['-2.8331875', '17.603553']","060 Cook Course Apt. 426
East Johnfort, WI 28385",Richard-Figueroa,Brewing technologist,38,26-40,"$159,408",High Income,Discover,,,,,,,,,,,
64ff3885-3c36-401a-85b6-1a6b1aeefab1,2020-08-20,kelsey25,Adriana Thomas,A.T.,F,"830 Bond Mews Suite 119
New Richardton, TX 40631",TX,40631,kayla39@yahoo.com,*******@yahoo.com,2003-09-11,"['-2.2072485', '-112.294716']","705 Renee Freeway
North Michael, IL 23665",Fischer-Ibarra,Radio producer,48,41+,"$94,977",Medium Income,Discover,,,,,,,,,,,
e820005e-8c38-48ee-ab85-b36da67c3e58,2020-07-17,ycarter,Richard Taylor,R.T.,M,"7870 Harvey Mountain Apt. 008
New Scottmouth, KY 52048",KY,52048,jamesthompson@hotmail.com,*************@hotmail.com,1982-04-23,"['-25.787978', '-4.844919']","75917 Villegas Summit
North Anthony, AR 06749",Campbell and Sons,Technical sales engineer,19,18-25,"$26,504",Low Income,JCB 16 digit,,,,,,,,,,,
21725369-3125-45db-95b1-f29017923cfc,2020-08-04,dwayne36,April Fletcher,A.F.,F,"856 Crawford River Apt. 556
Johnport, VA 61605",VA,61605,troy15@gmail.com,******@gmail.com,1935-07-05,"['-37.502210', '-136.165124']","699 Welch Parkways Apt. 316
Port Kellymouth, SC 40463","Brooks, Patton and Johnson",Marine scientist,32,26-40,"$230,168",High Income,Mastercard,,,,,,,,,,,
0e398a32-41ef-4a9c-b4b1-d5ad1c2871dd,2021-05-26,judith05,Heather Acevedo,H.A.,F,"4505 Leach Lakes
South Sheri, LA 55332",LA,55332,rcampos@hotmail.com,*******@hotmail.com,2013-08-22,"['89.592256', '-3.693586']","803 Diana Gateway
South Mitchell, CA 69873",Hernandez and Sons,Barista,51,41+,"$67,087",Medium Income,Maestro,,,,,,,,,,,
880048ff-ec90-4fd5-93d9-d9e711bb3e48,2020-09-03,fordlinda,Christina Church,C.C.,F,"8933 Terri Square Apt. 190
Nathanbury, NM 68369",NM,68369,bjohnson@yahoo.com,********@yahoo.com,1999-07-17,"['-83.1982325', '126.754818']","41194 Jeffery Court
Catherineland, TN 45835",Beck Group,Architect,39,26-40,"$192,216",High Income,Discover,,,,,,,,,,,
a8d75cb3-36ca-45d6-8334-70c849c58d11,2020-10-03,lanestephen,Michelle Jackson,M.J.,F,"729 Rodriguez Hill
Gardnerville, TX 92443",TX,92443,jonathan65@hotmail.com,**********@hotmail.com,1973-03-20,"['65.0487765', '39.469663']","964 Davis Crest Suite 667
Lake Jose, AL 96388",Smith-Mills,Claims inspector/assessor,45,41+,"$200,606",High Income,JCB 16 digit,,,,,,,,,,,
deec86af-f35e-4369-a025-c26f02e5d4e3,2021-09-18,markkelly,David Johnson,D.J.,M,"22148 Fischer Pine Apt. 216
Reedview, AL 03337",AL,03337,kimberly82@hotmail.com,**********@hotmail.com,2004-10-24,"['23.2758425', '-48.342995']","390 Marcus Skyway Suite 172
New Susan, ND 67076",Hubbard and Sons,"Engineer, control and instrumentation",44,41+,"$115,925",Medium Income,JCB 16 digit,,,,,,,,,,,
980929dd-b0c4-41c6-b621-6525e52efe12,2022-03-21,molinalynn,Cody Melton,C.M.,M,"441 Caroline Green Suite 751
South Charles, AL 31264",AL,31264,hannahgreen@yahoo.com,***********@yahoo.com,1988-05-21,"['-8.9201835', '117.908615']","784 Christina Lodge Apt. 114
North Derekville, KY 97218",Sanchez LLC,Legal secretary,33,26-40,"$225,138",High Income,JCB 16 digit,,,,,,,,,,,
ce46b765-e9e3-4478-b004-9ef3cac752df,2020-10-16,carrollclaire,James Martin,J.M.,M,"4042 Henry Plains Suite 428
Kruegerburgh, OH 93447",OH,93447,davismegan@gmail.com,**********@gmail.com,2018-02-03,"['27.828955', '158.803481']","053 Ross Locks Suite 819
East John, DE 53151","Baker, Knapp and Long",Research scientist (medical),38,26-40,"$186,677",High Income,JCB 15 digit,,,,,,,,,,,
8ca2b28d-9a66-480d-880e-136658f9fd84,2021-06-06,fharris,Aaron Roberts,A.R.,M,"19067 Amanda Plains Apt. 223
North Gregoryside, LA 96031",LA,96031,howard79@hotmail.com,********@hotmail.com,1923-11-09,"['-5.5804275', '80.501346']","046 Herrera Trail
New Robynborough, NY 40297",Young-Marquez,Adult nurse,39,26-40,"$30,729",Low Income,JCB 16 digit,,,,,,,,,,,
